id_aviso,titulo,direccion,barrio,ciudad,moneda,precio,m2_cubiertos,dormitorios,banos,ambientes,tipo_propiedad,link
MLA1940601787,Alquiler De Monoambiente En Caballito Norte,"Bogota Al 1500, Caballito, Capital Federal",Caballito,Capital Federal,ARS,570000,31.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-1940601787-alquiler-de-monoambiente-en-caballito-norte-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=4&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA3734699688,Departamento En Caballito,"Eleodoro Lobos  Al 200, Caballito, Capital Federal",Caballito,Capital Federal,ARS,1400000,80.0,,2,4,departamento,https://departamento.mercadolibre.com.ar/MLA-3734699688-departamento-en-caballito-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=5&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA1926808895,Alquiler - Departamento - 1 Ambiente - Caballito - Amenities,"Beauchef Al 900, Caballito, Capital Federal",Caballito,Capital Federal,ARS,750000,29.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-1926808895-alquiler-departamento-1-ambiente-caballito-amenities-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=6&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA3698910226,Juan B Ambrosetti 200 - Monoambiente Con Balcón. Apto Profesional Amenities - Caballito,"Ambrosetti Al 200, Piso 4, Caballito, Capital Federal",Caballito,Capital Federal,ARS,600000,23.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3698910226-juan-b-ambrosetti-200-monoambiente-con-balcon-apto-profesional-amenities-caballito-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=7&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA1847143983,Departamento En Alquiler 4amb.c/balcon Av.angel Gallardo 600.piso7°alquiler$1.400.000 Exp.$ 250.000,"AV. Angel Gallardo  Al 600 Piso 7° Al Frente Con Balcón, Caballito, Capital Federal",Caballito,Capital Federal,ARS,1400000,82.0,,1,4,departamento,https://departamento.mercadolibre.com.ar/MLA-1847143983-departamento-en-alquiler-4ambcbalcon-avangel-gallardo-600piso7alquiler1400000-exp-250000-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=8&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA2024139071,Espinosa Al 100 Departamento 3 Ambientes Con Patio A Una Cuadra Del Subte Linea A Caballito,"Espinosa 100, Caballito, Capital Federal",Caballito,Capital Federal,ARS,900000,56.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-2024139071-espinosa-al-100-departamento-3-ambientes-con-patio-a-una-cuadra-del-subte-linea-a-caballito-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=9&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA3723312604,Alquiler 2 Ambientes Caballito Amplio Av P. Goyena,"Avenida Pedro Goyena 800, Caballito, Capital Federal",Caballito,Capital Federal,ARS,850000,51.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3723312604-alquiler-2-ambientes-caballito-amplio-av-p-goyena-_JM#polycard_client=search-desktop&price_drop=true&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=10&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA1956802881,Excelente Semipiso 3 Amb  Balcón Fte  70 Mts. Emilio Mitre 500. Caballito Sur,"Emilio Mitre 500, Caballito, Capital Federal",Caballito,Capital Federal,ARS,1490000,64.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-1956802881-excelente-semipiso-3-amb-balcon-fte-70-mts-emilio-mitre-500-caballito-sur-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=11&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA1986916885,Depto 3 Amb C/balcón (65m2) Amoblado - Caballito,"Rio De Janeiro Al 200, Caballito, Capital Federal",Caballito,Capital Federal,USD,900,54.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-1986916885-depto-3-amb-cbalcon-65m2-amoblado-caballito-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=12&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA3763264136,Departamento En Alquiler De 2 Ambientes En Caballito De 54m2 Y Bicicletero.,"Hidalgo Al 700, Caballito, Capital Federal",Caballito,Capital Federal,ARS,1300000,43.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3763264136-departamento-en-alquiler-de-2-ambientes-en-caballito-de-54m2-y-bicicletero-_JM#polycard_client=search-desktop&price_drop=true&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=13&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA1878368085,Departamento 3 Amb Contrafrente Guayaquil 400 Piso 6° En Alquiler $1.100.000 Expensas$ 200.000,"Guayaquil 400, Caballito, Capital Federal",Caballito,Capital Federal,ARS,1300000,67.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-1878368085-departamento-3-amb-contrafrente-guayaquil-400-piso-6-en-alquiler-1100000-expensas-200000-_JM#polycard_client=search-desktop&price_drop=true&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=14&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA2051833255,Alquiler Monoambiente Sin Expensas En Caballito,"Pasaje Paysandú 1600, Caballito, Capital Federal",Caballito,Capital Federal,ARS,600000,29.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2051833255-alquiler-monoambiente-sin-expensas-en-caballito-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=15&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA1948501661,Departamento De 2 Ambientes De Categoría En Alquiler En Caballito,"Av. Pedro Goyena Al 800 - Departamento De 2 Ambientes De Categoría En Alquiler En Caballito, Caballito, Capital Federal",Caballito,Capital Federal,ARS,900000,41.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1948501661-departamento-de-2-ambientes-de-categoria-en-alquiler-en-caballito-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=16&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA2041546591,Alquiler Depto -2 Ambientes - Caballito- Muy Luminoso,"Bogotá 1600, Caballito, Capital Federal",Caballito,Capital Federal,ARS,650000,30.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2041546591-alquiler-depto-2-ambientes-caballito-muy-luminoso-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=17&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA1877727279,"Departamento 4 Ambientes En Alquiler Con Cochera Y Amenities  Ubicado En Caballito, Capital Federal, Buenos Aires","Terry 200, Caballito, Capital Federal",Caballito,Capital Federal,USD,2600,120.0,,3,4,departamento,https://departamento.mercadolibre.com.ar/MLA-1877727279-departamento-4-ambientes-en-alquiler-con-cochera-y-amenities-ubicado-en-caballito-capital-federal-buenos-aires-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=18&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA2055153579,****reservado**** Alquiler 3 Ambientes Caballito,"Yerbal 700, Caballito, Capital Federal",Caballito,Capital Federal,ARS,700000,39.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-2055153579-reservado-alquiler-3-ambientes-caballito-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=19&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA2054904773,Departamento Alquiler Caballito Subte - Moderno -cerca Parque Centenario-,"Rio De Janeiro  Al 1000, Caballito, Capital Federal",Caballito,Capital Federal,ARS,650000,35.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2054904773-departamento-alquiler-caballito-subte-moderno-cerca-parque-centenario--_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=20&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA3876518698,Hidalgo 1000 Departamento  3 Ambientes Con Balcon Corrido Al Frente A Metros Del Parque Centenario,"Hidalgo Al 1000, Caballito, Capital Federal",Caballito,Capital Federal,ARS,900000,50.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-3876518698-hidalgo-1000-departamento-3-ambientes-con-balcon-corrido-al-frente-a-metros-del-parque-centenario-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=21&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA3861894766,Venta - Departamento - Monoambiente - Caballito - A Estrenar,"Av. Carabobo Al 100, Caballito, Capital Federal",Caballito,Capital Federal,ARS,600000,35.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3861894766-venta-departamento-monoambiente-caballito-a-estrenar-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=22&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA1838088211,Alquiler 4 Ambientes Con Cochera | Av. Pedro Goyena | Piso 12 Con Palier Privado,"Pedro Goyena Al 1400, Caballito, Capital Federal",Caballito,Capital Federal,USD,2100,150.0,,2,4,departamento,https://departamento.mercadolibre.com.ar/MLA-1838088211-alquiler-4-ambientes-con-cochera-av-pedro-goyena-piso-12-con-palier-privado-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=23&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA3721589648,Alquiler Depto 2 Ambientes Con Cochera Caballito,"Ramos Mejía 700, Caballito, Capital Federal",Caballito,Capital Federal,ARS,850000,45.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3721589648-alquiler-depto-2-ambientes-con-cochera-caballito-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=24&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA3722271706,Alquiler Departamento 2 Ambiente Con Balcon,"Zuviria 200, Caballito, Capital Federal",Caballito,Capital Federal,ARS,750000,37.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3722271706-alquiler-departamento-2-ambiente-con-balcon-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=25&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA2035340807,Alquiler Departamento Monoambiente Tipo Estudio En Caballito,"Avenida Avellaneda Al 1600, Caballito, Capital Federal",Caballito,Capital Federal,ARS,450000,19.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2035340807-alquiler-departamento-monoambiente-tipo-estudio-en-caballito-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=26&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA3737084714,Se Alquila Dpto 3 Amb. En Caballito,"Rosario 500, Caballito, Capital Federal",Caballito,Capital Federal,ARS,890000,50.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-3737084714-se-alquila-dpto-3-amb-en-caballito-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=27&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA3578145582,Alquiler Departamento Tres Ambientes En Caballito,"Viel Al 600, Caballito, Capital Federal",Caballito,Capital Federal,ARS,900000,45.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-3578145582-alquiler-departamento-tres-ambientes-en-caballito-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=28&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
MLA3907782078,Ph  Monoambiente Dividido Con Entrepiso   / Caballito,"Dr. Nicolás Repetto 1199, Caballito, Capital Federal",Caballito,Capital Federal,ARS,450000,26.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3907782078-ph-monoambiente-dividido-con-entrepiso-caballito-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=29&type=item&tracking_id=da4dd663-75f6-45aa-b963-a5bb44866185&sid=search
