id_aviso,titulo,direccion,barrio,ciudad,moneda,precio,m2_cubiertos,dormitorios,banos,ambientes,tipo_propiedad,link
MLA3912406764,Alquiler Monoambiente Puerto Madero Con Cochera,"Calle República Bolivariana De Venezuela 0, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,1200,60.0,,2,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3912406764-alquiler-monoambiente-puerto-madero-con-cochera-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=22&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA3907942876,"Alquiler Departamento 4 Ambientes, Con 3 Suites, Balcón  Y Amenities - 2 Cocheras - Madero Center","Macacha Guemes  Al 300, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,5500,252.0,,4,4,departamento,https://departamento.mercadolibre.com.ar/MLA-3907942876-alquiler-departamento-4-ambientes-con-3-suites-balcon-y-amenities-2-cocheras-madero-center-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=23&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA3895998206,Alquiler 4 Ambientes + Dependencias Amoblado - Puerto Madero,"Julieta Lanteri Al 1300, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,6800,180.0,,3,4,departamento,https://departamento.mercadolibre.com.ar/MLA-3895998206-alquiler-4-ambientes-dependencias-amoblado-puerto-madero-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=24&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA2060768247,Av. Juana Manso 590- Torres Del Yacht Piso Alto. 2 Cocheras Fijas,"Juana Manso Al 500, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,1800,62.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2060768247-av-juana-manso-590-torres-del-yacht-piso-alto-2-cocheras-fijas-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=25&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA2051003491,Alquiler Departamento Monoambiente Puerto Madero,"Lola Mora 457, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,899,47.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2051003491-alquiler-departamento-monoambiente-puerto-madero-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=26&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA3912813040,Alquiler Monoambiente Puerto Madero Amoblado,"Avenida Ingeniero Huergo 400, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,990,35.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3912813040-alquiler-monoambiente-puerto-madero-amoblado-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=27&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA3911716864,Alquiler Departamento Dos Ambientes Zen City Puerto Madero,"Lola Mora 420, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,1800,62.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3911716864-alquiler-departamento-dos-ambientes-zen-city-puerto-madero-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=28&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA2052064897,"Departamento 3 Ambientes Más Dependencia En Alquiler, Chateau, Puerto Madero","Torre Chateau De Puerto Madero, Martha Salotti 574, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,5500,187.0,,4,4,departamento,https://departamento.mercadolibre.com.ar/MLA-2052064897-departamento-3-ambientes-mas-dependencia-en-alquiler-chateau-puerto-madero-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=29&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA2032710003,Departamento 3 Ambientes Amoblado Con Doble Balcón Y Cochera En Alquiler En Río Plaza Puerto Madero,"Aimé Painé Al 1300, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,1900,100.0,,2,3,departamento,https://departamento.mercadolibre.com.ar/MLA-2032710003-departamento-3-ambientes-amoblado-con-doble-balcon-y-cochera-en-alquiler-en-rio-plaza-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=30&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA1945707579,Alquiler Depto 2 Amb Cochera Puerto  Madero,"Juana Manso 1300, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,2300,106.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1945707579-alquiler-depto-2-amb-cochera-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=31&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA1889500595,Alquiler De Departamento 3 Ambientes En Puerto Madero,"Alvear Tower - Azucena Villaflor Al 500 - 3 Ambientes - Muy Luminoso - Puerto Madero, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,5000,142.0,,2,3,departamento,https://departamento.mercadolibre.com.ar/MLA-1889500595-alquiler-de-departamento-3-ambientes-en-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=32&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA3739523060,Ver Video-amoblado-excelente 2 Amb.con Vista Abierta/cochera,"Juana Manso 1122, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,1850,71.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3739523060-ver-video-amoblado-excelente-2-ambcon-vista-abiertacochera-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=33&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA3720473764,"Alquiler | Monoambiente C/balcon, Torre Huergo 475","Avenida Ingeniero Huergo 400, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,900,35.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3720473764-alquiler-monoambiente-cbalcon-torre-huergo-475-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=34&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA2035138565,Alquiler De Departamento 5 Ambientes En Puerto Madero,"Renoir II  • 5 Ambientes • 2 Cocheras   • 305m²  • Marta Lynch Al Al 400, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,10000,305.0,,4,5,departamento,https://departamento.mercadolibre.com.ar/MLA-2035138565-alquiler-de-departamento-5-ambientes-en-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=35&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA2004731293,Alquiler 2 Ambientes Puerto Madero Lumiere Boulevard,"Juana Manso Al 1500, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,1500,57.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2004731293-alquiler-2-ambientes-puerto-madero-lumiere-boulevard-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=36&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA3720664988,"Alquiler 2 Amb + Escri. C/balcon, Torre Huergo 475","Avenida Ingeniero Huergo 400, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,1400,55.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3720664988-alquiler-2-amb-escri-cbalcon-torre-huergo-475-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=37&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA2024151715,Departamentos Alquiler Puerto Madero,"Juana Manso Al 100, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,2900,118.0,,3,3,departamento,https://departamento.mercadolibre.com.ar/MLA-2024151715-departamentos-alquiler-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=38&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA3881390540,Alquiler De Departamento 4 Ambientes En Puerto Madero,"Chateau Puerto Madero - 4 Ambientes -187 M2, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,5300,187.0,,4,4,departamento,https://departamento.mercadolibre.com.ar/MLA-3881390540-alquiler-de-departamento-4-ambientes-en-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=39&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA3871291196,Alquiler De Departamento 2 Ambientes En Puerto Madero,"Torres Del  Yacht - Juana Manso Al 600 - 2 Ambientes - 68m2, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,2500,68.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3871291196-alquiler-de-departamento-2-ambientes-en-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=40&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA2032520761,Alquiler Exclusivo Departamento Monoambiente En Puerto Madero Opcion Venta,"Olga Cossettini 1540, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,800,30.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2032520761-alquiler-exclusivo-departamento-monoambiente-en-puerto-madero-opcion-venta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=41&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA1999081467,"Departamento En Alquiler, Oceana. Vista A Plaza Central","AV. Juana Manso  Al 1400, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,3500,72.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1999081467-departamento-en-alquiler-oceana-vista-a-plaza-central-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=42&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA3558710726,"Departamento  En Alquiler En Puerto Madero, Capital Federal, Buenos Aires","Juana Manso 700, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,2700,122.0,,3,3,departamento,https://departamento.mercadolibre.com.ar/MLA-3558710726-departamento-en-alquiler-en-puerto-madero-capital-federal-buenos-aires-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=43&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA2005110495,Alquiler Departamento 2 Ambientes Con Cochera Lumiere Puerto Madero,"Juana Manso  Al 1500, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,2200,55.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2005110495-alquiler-departamento-2-ambientes-con-cochera-lumiere-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=44&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA3768720484,"Alquiler Departamento 4 Ambientes, Amenities Y Cochera En Puerto Madero","Azucena Villaflor Al 400, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,5000,182.0,,2,4,departamento,https://departamento.mercadolibre.com.ar/MLA-3768720484-alquiler-departamento-4-ambientes-amenities-y-cochera-en-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=45&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA3875799912,Alquiler 3 Ambientes Con Balcón En Lumiere Boulevard  Puerto Madero,"Juana Manso Al 1500, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,2500,114.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-3875799912-alquiler-3-ambientes-con-balcon-en-lumiere-boulevard-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=46&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA2041864539,Alquiler | 3 Ambientes Con Balcón En Lumiere Boulevard  Puerto Madero,"Juana Manso Al 1500, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,2700,114.0,,2,3,departamento,https://departamento.mercadolibre.com.ar/MLA-2041864539-alquiler-3-ambientes-con-balcon-en-lumiere-boulevard-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=47&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA2041828437,Aleph Puerto Madero - Departamento 3 Ambientes En Alquiler,"Petrona Eyle Al 300, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,6000,175.0,,2,3,departamento,https://departamento.mercadolibre.com.ar/MLA-2041828437-aleph-puerto-madero-departamento-3-ambientes-en-alquiler-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=48&type=item&tracking_id=b931ae43-4fb1-4e61-9cd2-425d118ec1a5&sid=search
MLA2041069869,Puerto Madero Dique 3 | Impecable 2 Amb Totalmente Equipado Vista Al Dique,"Olga Cossettini Al 1100, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,3000,75.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2041069869-puerto-madero-dique-3-impecable-2-amb-totalmente-equipado-vista-al-dique-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=1&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA2041828379,Aleph Puerto Madero - Departamento 3 Ambientes En Alquiler,"Petrona Eyle Al 300, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,6000,175.0,,2,3,departamento,https://departamento.mercadolibre.com.ar/MLA-2041828379-aleph-puerto-madero-departamento-3-ambientes-en-alquiler-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=2&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA1878370479,"Departamento  En Alquiler En Puerto Madero, Capital Federal, Buenos Aires","Macacha Güemes 300, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,4800,185.0,,3,3,departamento,https://departamento.mercadolibre.com.ar/MLA-1878370479-departamento-en-alquiler-en-puerto-madero-capital-federal-buenos-aires-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=3&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA2019918187,Departamento Pto.madero 3 Amb 220m2 Totales,"Macacha Güemes 300, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,3700,220.0,,3,3,departamento,https://departamento.mercadolibre.com.ar/MLA-2019918187-departamento-ptomadero-3-amb-220m2-totales-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=4&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA3854014638,"2 Ambientes Amoblado En Puerto Madero, Cochera Opcional","Juana Manso Al 1550. Entre Petrona Eyle Y Encarnación Ezcurra, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,1600,56.0,,,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3854014638-2-ambientes-amoblado-en-puerto-madero-cochera-opcional-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=5&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA1960846055,Departamento En Alquiler En Puerto Madero,"Juana Manso  Al 1500, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,2000,62.0,,2,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1960846055-departamento-en-alquiler-en-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=6&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA2041163941,Alquiler  Puerto Madero Cochera Amoblado Amenities,"Encarnación Ezcurra 400, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,2900,61.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-2041163941-alquiler-puerto-madero-cochera-amoblado-amenities-_JM#polycard_client=search-desktop&price_drop=true&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=7&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA3834987074,"Departamento 4 Ambientes En Alquiler, Chateau, Puerto Madero","Julieta Lanteri 1300, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,6500,150.0,,4,4,departamento,https://departamento.mercadolibre.com.ar/MLA-3834987074-departamento-4-ambientes-en-alquiler-chateau-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=8&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA3888610810,Alquiler 2 Ambientes Amoblado Sls Puerto Madero,"Juana Manso 1700, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,1700,49.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3888610810-alquiler-2-ambientes-amoblado-sls-puerto-madero-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=9&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA2057545141,Alquiler Temporario Departamento 2 Ambientes Con Cochera Lumiere Puerto Madero,"Juana Manso Al 1500, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,2000,55.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2057545141-alquiler-temporario-departamento-2-ambientes-con-cochera-lumiere-puerto-madero-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=10&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA2052063667,"Alquiler Departamento 2 Ambientes Tipo Loft En Quartier Del Bajo, Con Cochera Y Amenities","Venezuela 50, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,1200,54.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2052063667-alquiler-departamento-2-ambientes-tipo-loft-en-quartier-del-bajo-con-cochera-y-amenities-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=11&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA3899523694,Venta Exclusivo 2 Ambientes Puerto Madero | Vista Abierta Al Dique 1 | Amenities Premium.,"Juana Manso Al 1900, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,2000,57.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3899523694-venta-exclusivo-2-ambientes-puerto-madero-vista-abierta-al-dique-1-amenities-premium-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=12&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA3912406650,Alquiler Monoambiente Piso Alto Puerto Madero,"Calle República Bolivariana De Venezuela 0, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,900,31.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3912406650-alquiler-monoambiente-piso-alto-puerto-madero-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=13&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA1889500597,Departamento 3 Ambientes En Puerto Madero,"Alvear Icon - 3 Amb. - Totalmente Amoblado - Piso Alto - 94 M² - Puerto Madero, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,5000,89.0,,2,3,departamento,https://departamento.mercadolibre.com.ar/MLA-1889500597-departamento-3-ambientes-en-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=14&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA1996000607,Departamento 2 Ambientes En Alquiler En Puerto Madero,"Azopardo Al 700, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,1200,49.0,,2,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1996000607-departamento-2-ambientes-en-alquiler-en-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=15&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA3861391992,Alquiler Departamento Dúplex 4 Ambientes Con Cochera -  4 Balcones En Ba Houses Puerto Madero,"Olga Cossettini  Al 1100, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,3500,128.0,,3,4,departamento,https://departamento.mercadolibre.com.ar/MLA-3861391992-alquiler-departamento-duplex-4-ambientes-con-cochera-4-balcones-en-ba-houses-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=16&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA3564625598,"Departamento  En Alquiler En Puerto Madero, Capital Federal, Buenos Aires","Departamento En Alquiler En Puerto Madero De 2 Amb, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,1700,54.0,,,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3564625598-departamento-en-alquiler-en-puerto-madero-capital-federal-buenos-aires-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=17&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA1947392009,Venta Alquiler Departamento Tres Ambientes Puerto Madero,"Puerto Madero, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,3300,150.0,,2,3,departamento,https://departamento.mercadolibre.com.ar/MLA-1947392009-venta-alquiler-departamento-tres-ambientes-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=18&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA3832893554,"Departamento  En Alquiler En Puerto Madero, Capital Federal, Buenos Aires","Juana Manso 1100, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,1500,66.0,,2,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3832893554-departamento-en-alquiler-en-puerto-madero-capital-federal-buenos-aires-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=19&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA3727515182,Alquiler Departamento 2 Ambientes - Excepcional Vista - Puerto Madero,"Olga Cosettini 1100, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,1400,51.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3727515182-alquiler-departamento-2-ambientes-excepcional-vista-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=20&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA3667949464,Departamento En Alquiler - 2 Ambientes - Cochera - Baulera - Puerto Madero - La Porteña Residences,"Martha Salotti Al 400, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,2000,70.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3667949464-departamento-en-alquiler-2-ambientes-cochera-baulera-puerto-madero-la-portena-residences-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=21&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA3673105334,Departamento En Puerto Madero 3 Ambientes,"The Link Tower - 3 Ambientes -  140 M2 - Puerto Madero- Equipado A Full, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,6000,104.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-3673105334-departamento-en-puerto-madero-3-ambientes-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=22&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA3824735016,Departamento Monoambiente Con Amenities Y Balcón En Puerto Madero,"México 55, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,1050,31.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3824735016-departamento-monoambiente-con-amenities-y-balcon-en-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=23&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
MLA3788596466,Departamentos Alquiler Puerto Madero,"Huergo Al 400, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,USD,1300,38.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3788596466-departamentos-alquiler-puerto-madero-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=24&type=item&tracking_id=cf258dc7-dc1c-4f1e-9699-a15c4a8ba770&sid=search
